難易度,問題文,正解,偽選択肢1,偽選択肢2,偽選択肢3
1,100を4こ10を7こ1を9こあつめた数は???です,479,480,489,490
1,156は１００を□こ10を□こ1を□こあつめた数です。,1，5，6,2，6，6,3，5，6,0，6，6
1,509は１００を□こ10を□こ1を□こあつめた数です。,5，0，9,6，1，9,7，0，9,4，1，9
1,100を2こ10を6こ1を5こあつめた数は???です,265,266,275,276
1,623は１００を□こ10を□こ1を□こあつめた数です。,6，2，3,7，3，3,8，2，3,5，3，3
1,100を7こ10を7こ1を0こあつめた数は???です,770,771,780,781
1,100を5こ10を5こ1を3こあつめた数は???です,553,554,563,564
1,131は１００を□こ10を□こ1を□こあつめた数です。,1，3，1,2，4，1,3，3，1,0，4，1
1,100を9こ10を6こ1を3こあつめた数は???です,963,964,973,974
1,188は１００を□こ10を□こ1を□こあつめた数です。,1，8，8,2，9，8,3，8，8,0，9，8
1,879は１００を□こ10を□こ1を□こあつめた数です。,8，7，9,9，8，9,10，7，9,7，8，9
1,100を4こ10を5こ1を5こあつめた数は???です,455,456,465,466
1,100を1こ10を9こ1を9こあつめた数は???です,199,200,209,210
1,100を9こ10を1こ1を7こあつめた数は???です,917,918,927,928
1,659は１００を□こ10を□こ1を□こあつめた数です。,6，5，9,7，6，9,8，5，9,5，6，9
1,370は１００を□こ10を□こ1を□こあつめた数です。,3，7，0,4，8，0,5，7，0,2，8，0
1,100を1こ10を2こ1を0こあつめた数は???です,120,121,130,131
1,100を3こ10を8こ1を6こあつめた数は???です,386,387,396,397
1,100を3こ10を9こ1を8こあつめた数は???です,398,399,408,409
1,434は１００を□こ10を□こ1を□こあつめた数です。,4，3，4,5，4，4,6，3，4,3，4，4
1,100を2こ10を1こ1を7こあつめた数は???です,217,218,227,228
1,100を6こ10を2こ1を8こあつめた数は???です,628,629,638,639
1,780は１００を□こ10を□こ1を□こあつめた数です。,7，8，0,8，9，0,9，8，0,6，9，0
1,100を2こ10を8こ1を8こあつめた数は???です,288,289,298,299
1,100を1こ10を8こ1を4こあつめた数は???です,184,185,194,195
1,931は１００を□こ10を□こ1を□こあつめた数です。,9，3，1,10，4，1,11，3，1,8，4，1
1,864は１００を□こ10を□こ1を□こあつめた数です。,8，6，4,9，7，4,10，6，4,7，7，4
1,440−540−640−740−□,840,890,790,940
1,100を6こ10を9こ1を2こあつめた数は???です,692,693,702,703
1,306は１００を□こ10を□こ1を□こあつめた数です。,3，0，6,4，1，6,5，0，6,2，1，6
1,990は１００を□こ10を□こ1を□こあつめた数です。,9，9，0,10，10，0,11，9，0,8，10，0
1,752は１００を□こ10を□こ1を□こあつめた数です。,7，5，2,8，6，2,9，5，2,6，6，2
1,100を7こ10を0こ1を2こあつめた数は???です,702,703,712,713
1,100を3こ10を6こ1を2こあつめた数は???です,362,363,372,373
1,919は１００を□こ10を□こ1を□こあつめた数です。,9，1，9,10，2，9,11，1，9,8，2，9
1,576は１００を□こ10を□こ1を□こあつめた数です。,5，7，6,6，8，6,7，7，6,4，8，6
1,912は１００を□こ10を□こ1を□こあつめた数です。,9，1，2,10，2，2,11，1，2,8，2，2
1,100を8こ10を8こ1を7こあつめた数は???です,887,888,897,898
1,100を6こ10を8こ1を9こあつめた数は???です,689,690,699,700
1,100を8こ10を0こ1を9こあつめた数は???です,809,810,819,820
1,100を7こ10を2こ1を4こあつめた数は???です,724,725,734,735
1,100を3こ10を3こ1を4こあつめた数は???です,334,335,344,345
1,100を9こ10を6こ1を5こあつめた数は???です,965,966,975,976
1,577は１００を□こ10を□こ1を□こあつめた数です。,5，7，7,6，8，7,7，7，7,4，8，7
1,872は１００を□こ10を□こ1を□こあつめた数です。,8，7，2,9，8，2,10，7，2,7，8，2
1,481は１００を□こ10を□こ1を□こあつめた数です。,4，8，1,5，9，1,6，8，1,3，9，1
1,101は１００を□こ10を□こ1を□こあつめた数です。,1，0，1,2，1，1,3，0，1,0，1，1
1,100を8こ10を9こ1を2こあつめた数は???です,892,893,902,903
1,154は１００を□こ10を□こ1を□こあつめた数です。,1，5，4,2，6，4,3，5，4,0，6，4
1,100を7こ10を0こ1を1こあつめた数は???です,701,702,711,712
1,717は１００を□こ10を□こ1を□こあつめた数です。,7，1，7,8，2，7,9，1，7,6，2，7
1,684は１００を□こ10を□こ1を□こあつめた数です。,6，8，4,7，9，4,8，8，4,5，9，4
1,100を7こ10を7こ1を3こあつめた数は???です,773,774,783,784
1,100を2こ10を4こ1を9こあつめた数は???です,249,250,259,260
1,100を6こ10を2こ1を7こあつめた数は???です,627,628,637,638
1,100を9こ10を4こ1を4こあつめた数は???です,944,945,954,955
1,403は１００を□こ10を□こ1を□こあつめた数です。,4，0，3,5，1，3,6，0，3,3，1，3
1,100を2こ10を7こ1を9こあつめた数は???です,279,280,289,290
1,545は１００を□こ10を□こ1を□こあつめた数です。,5，4，5,6，5，5,7，4，5,4，5，5
1,297は１００を□こ10を□こ1を□こあつめた数です。,2，9，7,3，10，7,4，9，7,1，10，7
1,540−640−740−840−□,940,990,890,1040
1,100を7こ10を5こ1を9こあつめた数は???です,759,760,769,770
1,285は１００を□こ10を□こ1を□こあつめた数です。,2，8，5,3，9，5,4，8，5,1，9，5
1,224は１００を□こ10を□こ1を□こあつめた数です。,2，2，4,3，3，4,4，2，4,1，3，4
1,132は１００を□こ10を□こ1を□こあつめた数です。,1，3，2,2，4，2,3，3，2,0，4，2
1,100を3こ10を8こ1を5こあつめた数は???です,385,386,395,396
1,100を5こ10を6こ1を7こあつめた数は???です,567,568,577,578
1,100を4こ10を4こ1を7こあつめた数は???です,447,448,457,458
1,218は１００を□こ10を□こ1を□こあつめた数です。,2，1，8,3，2，8,4，1，8,1，2，8
1,244は１００を□こ10を□こ1を□こあつめた数です。,2，4，4,3，5，4,4，4，4,1，5，4
1,100を4こ10を0こ1を5こあつめた数は???です,405,406,415,416
1,757は１００を□こ10を□こ1を□こあつめた数です。,7，5，7,8，6，7,9，5，7,6，6，7
1,606は１００を□こ10を□こ1を□こあつめた数です。,6，0，6,7，1，6,8，0，6,5，1，6
1,100を6こ10を2こ1を1こあつめた数は???です,621,622,631,632
1,841は１００を□こ10を□こ1を□こあつめた数です。,8，4，1,9，5，1,10，4，1,7，5，1
1,100を6こ10を5こ1を5こあつめた数は???です,655,656,665,666
1,100を3こ10を1こ1を1こあつめた数は???です,311,312,321,322
1,100を7こ10を4こ1を2こあつめた数は???です,742,743,752,753
1,100を9こ10を6こ1を1こあつめた数は???です,961,962,971,972
1,100を7こ10を9こ1を1こあつめた数は???です,791,792,801,802
1,364は１００を□こ10を□こ1を□こあつめた数です。,3，6，4,4，7，4,5，6，4,2，7，4
1,627は１００を□こ10を□こ1を□こあつめた数です。,6，2，7,7，3，7,8，2，7,5，3，7
1,100を3こ10を0こ1を3こあつめた数は???です,303,304,313,314
1,100を5こ10を0こ1を9こあつめた数は???です,509,510,519,520
1,439は１００を□こ10を□こ1を□こあつめた数です。,4，3，9,5，4，9,6，3，9,3，4，9
1,100を6こ10を3こ1を4こあつめた数は???です,634,635,644,645
1,732は１００を□こ10を□こ1を□こあつめた数です。,7，3，2,8，4，2,9，3，2,6，4，2
1,251は１００を□こ10を□こ1を□こあつめた数です。,2，5，1,3，6，1,4，5，1,1，6，1
1,229は１００を□こ10を□こ1を□こあつめた数です。,2，2，9,3，3，9,4，2，9,1，3，9
1,687は１００を□こ10を□こ1を□こあつめた数です。,6，8，7,7，9，7,8，8，7,5，9，7
1,100を8こ10を7こ1を8こあつめた数は???です,878,879,888,889
1,981は１００を□こ10を□こ1を□こあつめた数です。,9，8，1,10，9，1,11，8，1,8，9，1
1,861は１００を□こ10を□こ1を□こあつめた数です。,8，6，1,9，7，1,10，6，1,7，7，1
1,948は１００を□こ10を□こ1を□こあつめた数です。,9，4，8,10，5，8,11，4，8,8，5，8
1,130は１００を□こ10を□こ1を□こあつめた数です。,1，3，0,2，4，0,3，3，0,0，4，0
1,489は１００を□こ10を□こ1を□こあつめた数です。,4，8，9,5，9，9,6，8，9,3，9，9
1,411は１００を□こ10を□こ1を□こあつめた数です。,4，1，1,5，2，1,6，1，1,3，2，1
1,100を4こ10を4こ1を1こあつめた数は???です,441,442,451,452
1,949は１００を□こ10を□こ1を□こあつめた数です。,9，4，9,10，5，9,11，4，9,8，5，9
1,100を3こ10を5こ1を3こあつめた数は???です,353,354,363,364
1,100を9こ10を7こ1を4こあつめた数は???です,974,975,984,985
1,100を4こ10を9こ1を4こあつめた数は???です,494,495,504,505
1,100を6こ10を6こ1を6こあつめた数は???です,666,667,676,677
1,461は１００を□こ10を□こ1を□こあつめた数です。,4，6，1,5，7，1,6，6，1,3，7，1
1,100を5こ10を5こ1を1こあつめた数は???です,551,552,561,562
1,409は１００を□こ10を□こ1を□こあつめた数です。,4，0，9,5，1，9,6，0，9,3，1，9
1,100を2こ10を9こ1を3こあつめた数は???です,293,294,303,304
1,431は１００を□こ10を□こ1を□こあつめた数です。,4，3，1,5，4，1,6，3，1,3，4，1
1,100を1こ10を0こ1を4こあつめた数は???です,104,105,114,115
1,100を7こ10を0こ1を8こあつめた数は???です,708,709,718,719
1,888は１００を□こ10を□こ1を□こあつめた数です。,8，8，8,9，9，8,10，8，8,7，9，8
1,100を5こ10を1こ1を9こあつめた数は???です,519,520,529,530
1,100を5こ10を4こ1を9こあつめた数は???です,549,550,559,560
1,100を4こ10を3こ1を0こあつめた数は???です,430,431,440,441
1,100を4こ10を9こ1を6こあつめた数は???です,496,497,506,507
1,303は１００を□こ10を□こ1を□こあつめた数です。,3，0，3,4，1，3,5，0，3,2，1，3
1,100を4こ10を0こ1を4こあつめた数は???です,404,405,414,415
1,480−580−680−780−□,880,930,830,980
1,100を3こ10を2こ1を3こあつめた数は???です,323,324,333,334
1,602は１００を□こ10を□こ1を□こあつめた数です。,6，0，2,7，1，2,8，0，2,5，1，2
1,958は１００を□こ10を□こ1を□こあつめた数です。,9，5，8,10，6，8,11，5，8,8，6，8
1,805は１００を□こ10を□こ1を□こあつめた数です。,8，0，5,9，1，5,10，0，5,7，1，5
1,100を7こ10を1こ1を7こあつめた数は???です,717,718,727,728
1,821は１００を□こ10を□こ1を□こあつめた数です。,8，2，1,9，3，1,10，2，1,7，3，1
1,941は１００を□こ10を□こ1を□こあつめた数です。,9，4，1,10，5，1,11，4，1,8，5，1
1,100を2こ10を1こ1を5こあつめた数は???です,215,216,225,226
1,100を6こ10を3こ1を8こあつめた数は???です,638,639,648,649
1,974は１００を□こ10を□こ1を□こあつめた数です。,9，7，4,10，8，4,11，7，4,8，8，4
1,100を7こ10を8こ1を2こあつめた数は???です,782,783,792,793
1,100を7こ10を1こ1を0こあつめた数は???です,710,711,720,721
1,797は１００を□こ10を□こ1を□こあつめた数です。,7，9，7,8，10，7,9，9，7,6，10，7
1,971は１００を□こ10を□こ1を□こあつめた数です。,9，7，1,10，8，1,11，7，1,8，8，1
1,100を4こ10を8こ1を6こあつめた数は???です,486,487,496,497
1,238は１００を□こ10を□こ1を□こあつめた数です。,2，3，8,3，4，8,4，3，8,1，4，8
1,100を9こ10を3こ1を1こあつめた数は???です,931,932,941,942
1,611は１００を□こ10を□こ1を□こあつめた数です。,6，1，1,7，2，1,8，1，1,5，2，1
1,151は１００を□こ10を□こ1を□こあつめた数です。,1，5，1,2，6，1,3，5，1,0，6，1
1,100を8こ10を5こ1を6こあつめた数は???です,856,857,866,867
1,934は１００を□こ10を□こ1を□こあつめた数です。,9，3，4,10，4，4,11，3，4,8，4，4
1,187は１００を□こ10を□こ1を□こあつめた数です。,1，8，7,2，9，7,3，8，7,0，9，7
1,445は１００を□こ10を□こ1を□こあつめた数です。,4，4，5,5，5，5,6，4，5,3，5，5
1,639は１００を□こ10を□こ1を□こあつめた数です。,6，3，9,7，4，9,8，3，9,5，4，9
1,554は１００を□こ10を□こ1を□こあつめた数です。,5，5，4,6，6，4,7，5，4,4，6，4
1,100を9こ10を2こ1を9こあつめた数は???です,929,930,939,940
1,761は１００を□こ10を□こ1を□こあつめた数です。,7，6，1,8，7，1,9，6，1,6，7，1
1,100を6こ10を9こ1を9こあつめた数は???です,699,700,709,710
1,964は１００を□こ10を□こ1を□こあつめた数です。,9，6，4,10，7，4,11，6，4,8，7，4
1,109は１００を□こ10を□こ1を□こあつめた数です。,1，0，9,2，1，9,3，0，9,0，1，9
1,100を3こ10を4こ1を7こあつめた数は???です,347,348,357,358
1,893は１００を□こ10を□こ1を□こあつめた数です。,8，9，3,9，10，3,10，9，3,7，10，3
1,100を1こ10を6こ1を0こあつめた数は???です,160,161,170,171
1,100を1こ10を9こ1を6こあつめた数は???です,196,197,206,207
1,379は１００を□こ10を□こ1を□こあつめた数です。,3，7，9,4，8，9,5，7，9,2，8，9
1,817は１００を□こ10を□こ1を□こあつめた数です。,8，1，7,9，2，7,10，1，7,7，2，7
1,100を7こ10を0こ1を6こあつめた数は???です,706,707,716,717
1,635は１００を□こ10を□こ1を□こあつめた数です。,6，3，5,7，4，5,8，3，5,5，4，5
1,100を4こ10を3こ1を5こあつめた数は???です,435,436,445,446
1,100を3こ10を3こ1を6こあつめた数は???です,336,337,346,347
1,483は１００を□こ10を□こ1を□こあつめた数です。,4，8，3,5，9，3,6，8，3,3，9，3
1,998は１００を□こ10を□こ1を□こあつめた数です。,9，9，8,10，10，8,11，9，8,8，10，8
1,456は１００を□こ10を□こ1を□こあつめた数です。,4，5，6,5，6，6,6，5，6,3，6，6
1,430は１００を□こ10を□こ1を□こあつめた数です。,4，3，0,5，4，0,6，3，0,3，4，0
1,100を3こ10を0こ1を7こあつめた数は???です,307,308,317,318
1,360−460−560−660−□,760,810,710,860
1,100を3こ10を7こ1を7こあつめた数は???です,377,378,387,388
1,100を7こ10を2こ1を9こあつめた数は???です,729,730,739,740
1,100を1こ10を8こ1を0こあつめた数は???です,180,181,190,191
1,534は１００を□こ10を□こ1を□こあつめた数です。,5，3，4,6，4，4,7，3，4,4，4，4
1,703は１００を□こ10を□こ1を□こあつめた数です。,7，0，3,8，1，3,9，0，3,6，1，3
1,460−560−660−760−□,860,910,810,960
1,100を5こ10を9こ1を3こあつめた数は???です,593,594,603,604
1,887は１００を□こ10を□こ1を□こあつめた数です。,8，8，7,9，9，7,10，8，7,7，9，7
1,100を4こ10を8こ1を4こあつめた数は???です,484,485,494,495
1,100を8こ10を0こ1を1こあつめた数は???です,801,802,811,812
1,100を2こ10を4こ1を5こあつめた数は???です,245,246,255,256
1,100を5こ10を6こ1を1こあつめた数は???です,561,562,571,572
1,100を1こ10を6こ1を6こあつめた数は???です,166,167,176,177
1,791は１００を□こ10を□こ1を□こあつめた数です。,7，9，1,8，10，1,9，9，1,6，10，1
1,201は１００を□こ10を□こ1を□こあつめた数です。,2，0，1,3，1，1,4，0，1,1，1，1
1,330は１００を□こ10を□こ1を□こあつめた数です。,3，3，0,4，4，0,5，3，0,2，4，0
1,100を6こ10を0こ1を9こあつめた数は???です,609,610,619,620
1,100を4こ10を5こ1を1こあつめた数は???です,451,452,461,462
1,100を3こ10を9こ1を7こあつめた数は???です,397,398,407,408
1,421は１００を□こ10を□こ1を□こあつめた数です。,4，2，1,5，3，1,6，2，1,3，3，1
1,440は１００を□こ10を□こ1を□こあつめた数です。,4，4，0,5，5，0,6，4，0,3，5，0
1,100を9こ10を5こ1を8こあつめた数は???です,958,959,968,969
1,100を8こ10を6こ1を1こあつめた数は???です,861,862,871,872
1,100を5こ10を1こ1を0こあつめた数は???です,510,511,520,521
1,316は１００を□こ10を□こ1を□こあつめた数です。,3，1，6,4，2，6,5，1，6,2，2，6
1,100を1こ10を4こ1を8こあつめた数は???です,148,149,158,159
1,270は１００を□こ10を□こ1を□こあつめた数です。,2，7，0,3，8，0,4，7，0,1，8，0
1,967は１００を□こ10を□こ1を□こあつめた数です。,9，6，7,10，7，7,11，6，7,8，7，7
1,100を1こ10を1こ1を3こあつめた数は???です,113,114,123,124
1,608は１００を□こ10を□こ1を□こあつめた数です。,6，0，8,7，1，8,8，0，8,5，1，8
1,100を8こ10を1こ1を9こあつめた数は???です,819,820,829,830
1,847は１００を□こ10を□こ1を□こあつめた数です。,8，4，7,9，5，7,10，4，7,7，5，7
1,583は１００を□こ10を□こ1を□こあつめた数です。,5，8，3,6，9，3,7，8，3,4，9，3
1,100を2こ10を5こ1を7こあつめた数は???です,257,258,267,268
1,100を3こ10を9こ1を0こあつめた数は???です,390,391,400,401
1,274は１００を□こ10を□こ1を□こあつめた数です。,2，7，4,3，8，4,4，7，4,1，8，4
1,179は１００を□こ10を□こ1を□こあつめた数です。,1，7，9,2，8，9,3，7，9,0，8，9
1,390は１００を□こ10を□こ1を□こあつめた数です。,3，9，0,4，10，0,5，9，0,2，10，0
1,515は１００を□こ10を□こ1を□こあつめた数です。,5，1，5,6，2，5,7，1，5,4，2，5
1,100を9こ10を5こ1を6こあつめた数は???です,956,957,966,967
1,467は１００を□こ10を□こ1を□こあつめた数です。,4，6，7,5，7，7,6，6，7,3，7，7
1,100を4こ10を3こ1を9こあつめた数は???です,439,440,449,450
1,100を7こ10を2こ1を6こあつめた数は???です,726,727,736,737
1,834は１００を□こ10を□こ1を□こあつめた数です。,8，3，4,9，4，4,10，3，4,7，4，4
1,100を4こ10を7こ1を0こあつめた数は???です,470,471,480,481
1,100を9こ10を9こ1を0こあつめた数は???です,990,991,980,981
1,933は１００を□こ10を□こ1を□こあつめた数です。,9，3，3,10，4，3,11，3，3,8，4，3
1,100を4こ10を5こ1を6こあつめた数は???です,456,457,466,467
1,868は１００を□こ10を□こ1を□こあつめた数です。,8，6，8,9，7，8,10，6，8,7，7，8
1,100を3こ10を7こ1を4こあつめた数は???です,374,375,384,385
1,268は１００を□こ10を□こ1を□こあつめた数です。,2，6，8,3，7，8,4，6，8,1，7，8
1,100を7こ10を8こ1を7こあつめた数は???です,787,788,797,798
1,490−590−690−790−□,890,940,840,990
1,149は１００を□こ10を□こ1を□こあつめた数です。,1，4，9,2，5，9,3，4，9,0，5，9
1,100を3こ10を0こ1を6こあつめた数は???です,306,307,316,317
1,550−650−750−850−□,950,1000,900,1050
1,100を5こ10を2こ1を9こあつめた数は???です,529,530,539,540
1,633は１００を□こ10を□こ1を□こあつめた数です。,6，3，3,7，4，3,8，3，3,5，4，3
1,959は１００を□こ10を□こ1を□こあつめた数です。,9，5，9,10，6，9,11，5，9,8，6，9
1,141は１００を□こ10を□こ1を□こあつめた数です。,1，4，1,2，5，1,3，4，1,0，5，1
1,100を2こ10を9こ1を4こあつめた数は???です,294,295,304,305
1,182は１００を□こ10を□こ1を□こあつめた数です。,1，8，2,2，9，2,3，8，2,0，9，2
1,100を7こ10を6こ1を4こあつめた数は???です,764,765,774,775
1,470−570−670−770−□,870,920,820,970
1,100を9こ10を7こ1を2こあつめた数は???です,972,973,982,983
1,100を3こ10を8こ1を0こあつめた数は???です,380,381,390,391
1,567は１００を□こ10を□こ1を□こあつめた数です。,5，6，7,6，7，7,7，6，7,4，7，7
1,100を2こ10を4こ1を0こあつめた数は???です,240,241,250,251
1,100を9こ10を4こ1を0こあつめた数は???です,940,941,950,951
1,599は１００を□こ10を□こ1を□こあつめた数です。,5，9，9,6，10，9,7，9，9,4，10，9
1,686は１００を□こ10を□こ1を□こあつめた数です。,6，8，6,7，9，6,8，8，6,5，9，6
1,100を9こ10を3こ1を3こあつめた数は???です,933,934,943,944
1,100を4こ10を9こ1を3こあつめた数は???です,493,494,503,504
1,511は１００を□こ10を□こ1を□こあつめた数です。,5，1，1,6，2，1,7，1，1,4，2，1
1,100を7こ10を6こ1を8こあつめた数は???です,768,769,778,779
1,675は１００を□こ10を□こ1を□こあつめた数です。,6，7，5,7，8，5,8，7，5,5，8，5
1,100を6こ10を1こ1を4こあつめた数は???です,614,615,624,625
1,100を3こ10を8こ1を4こあつめた数は???です,384,385,394,395
1,837は１００を□こ10を□こ1を□こあつめた数です。,8，3，7,9，4，7,10，3，7,7，4，7
1,759は１００を□こ10を□こ1を□こあつめた数です。,7，5，9,8，6，9,9，5，9,6，6，9
1,649は１００を□こ10を□こ1を□こあつめた数です。,6，4，9,7，5，9,8，4，9,5，5，9
1,357は１００を□こ10を□こ1を□こあつめた数です。,3，5，7,4，6，7,5，5，7,2，6，7
1,263は１００を□こ10を□こ1を□こあつめた数です。,2，6，3,3，7，3,4，6，3,1，7，3
1,100を6こ10を3こ1を0こあつめた数は???です,630,631,640,641
1,100を1こ10を2こ1を3こあつめた数は???です,123,124,133,134
1,798は１００を□こ10を□こ1を□こあつめた数です。,7，9，8,8，10，8,9，9，8,6，10，8
1,100を9こ10を7こ1を1こあつめた数は???です,971,972,981,982
1,597は１００を□こ10を□こ1を□こあつめた数です。,5，9，7,6，10，7,7，9，7,4，10，7
1,100を4こ10を2こ1を7こあつめた数は???です,427,428,437,438
1,203は１００を□こ10を□こ1を□こあつめた数です。,2，0，3,3，1，3,4，0，3,1，1，3
1,925は１００を□こ10を□こ1を□こあつめた数です。,9，2，5,10，3，5,11，2，5,8，3，5
1,100を6こ10を6こ1を1こあつめた数は???です,661,662,671,672
1,100を4こ10を6こ1を9こあつめた数は???です,469,470,479,480
1,172は１００を□こ10を□こ1を□こあつめた数です。,1，7，2,2，8，2,3，7，2,0，8，2
1,596は１００を□こ10を□こ1を□こあつめた数です。,5，9，6,6，10，6,7，9，6,4，10，6
1,100を1こ10を3こ1を8こあつめた数は???です,138,139,148,149
1,858は１００を□こ10を□こ1を□こあつめた数です。,8，5，8,9，6，8,10，5，8,7，6，8
1,207は１００を□こ10を□こ1を□こあつめた数です。,2，0，7,3，1，7,4，0，7,1，1，7
1,237は１００を□こ10を□こ1を□こあつめた数です。,2，3，7,3，4，7,4，3，7,1，4，7
1,100を4こ10を6こ1を0こあつめた数は???です,460,461,470,471
1,265は１００を□こ10を□こ1を□こあつめた数です。,2，6，5,3，7，5,4，6，5,1，7，5
1,100を8こ10を6こ1を6こあつめた数は???です,866,867,876,877
1,321は１００を□こ10を□こ1を□こあつめた数です。,3，2，1,4，3，1,5，2，1,2，3，1
1,911は１００を□こ10を□こ1を□こあつめた数です。,9，1，1,10，2，1,11，1，1,8，2，1
1,100を8こ10を7こ1を2こあつめた数は???です,872,873,882,883
1,100を2こ10を5こ1を3こあつめた数は???です,253,254,263,264
1,100を5こ10を7こ1を3こあつめた数は???です,573,574,583,584
1,100を8こ10を2こ1を6こあつめた数は???です,826,827,836,837
1,672は１００を□こ10を□こ1を□こあつめた数です。,6，7，2,7，8，2,8，7，2,5，8，2
1,100を5こ10を8こ1を5こあつめた数は???です,585,586,595,596
1,100を2こ10を1こ1を8こあつめた数は???です,218,219,228,229
1,269は１００を□こ10を□こ1を□こあつめた数です。,2，6，9,3，7，9,4，6，9,1，7，9
1,724は１００を□こ10を□こ1を□こあつめた数です。,7，2，4,8，3，4,9，2，4,6，3，4
1,100を9こ10を9こ1を7こあつめた数は???です,997,998,980,988
1,100を9こ10を3こ1を7こあつめた数は???です,937,938,947,948
1,280は１００を□こ10を□こ1を□こあつめた数です。,2，8，0,3，9，0,4，8，0,1，9，0
1,100を9こ10を5こ1を4こあつめた数は???です,954,955,964,965
1,100を7こ10を9こ1を0こあつめた数は???です,790,791,800,801
1,994は１００を□こ10を□こ1を□こあつめた数です。,9，9，4,10，10，4,11，9，4,8，10，4
1,932は１００を□こ10を□こ1を□こあつめた数です。,9，3，2,10，4，2,11，3，2,8，4，2
1,100を3こ10を7こ1を2こあつめた数は???です,372,373,382,383
1,100を4こ10を1こ1を2こあつめた数は???です,412,413,422,423
1,386は１００を□こ10を□こ1を□こあつめた数です。,3，8，6,4，9，6,5，8，6,2，9，6
1,100を8こ10を9こ1を6こあつめた数は???です,896,897,906,907
1,620は１００を□こ10を□こ1を□こあつめた数です。,6，2，0,7，3，0,8，2，0,5，3，0
1,750は１００を□こ10を□こ1を□こあつめた数です。,7，5，0,8，6，0,9，5，0,6，6，0
1,336は１００を□こ10を□こ1を□こあつめた数です。,3，3，6,4，4，6,5，3，6,2，4，6
1,569は１００を□こ10を□こ1を□こあつめた数です。,5，6，9,6，7，9,7，6，9,4，7，9
1,100を7こ10を7こ1を4こあつめた数は???です,774,775,784,785
1,696は１００を□こ10を□こ1を□こあつめた数です。,6，9，6,7，10，6,8，9，6,5，10，6
1,100を5こ10を0こ1を3こあつめた数は???です,503,504,513,514
1,100を7こ10を6こ1を7こあつめた数は???です,767,768,777,778
1,100を7こ10を6こ1を2こあつめた数は???です,762,763,772,773
1,746は１００を□こ10を□こ1を□こあつめた数です。,7，4，6,8，5，6,9，4，6,6，5，6
1,965は１００を□こ10を□こ1を□こあつめた数です。,9，6，5,10，7，5,11，6，5,8，7，5
1,292は１００を□こ10を□こ1を□こあつめた数です。,2，9，2,3，10，2,4，9，2,1，10，2
1,413は１００を□こ10を□こ1を□こあつめた数です。,4，1，3,5，2，3,6，1，3,3，2，3
1,100を8こ10を4こ1を8こあつめた数は???です,848,849,858,859
1,860は１００を□こ10を□こ1を□こあつめた数です。,8，6，0,9，7，0,10，6，0,7，7，0
1,100を5こ10を9こ1を4こあつめた数は???です,594,595,604,605
1,100を6こ10を5こ1を3こあつめた数は???です,653,654,663,664
1,100を2こ10を1こ1を4こあつめた数は???です,214,215,224,225
1,100を2こ10を3こ1を3こあつめた数は???です,233,234,243,244
1,220は１００を□こ10を□こ1を□こあつめた数です。,2，2，0,3，3，0,4，2，0,1，3，0
1,100を2こ10を2こ1を4こあつめた数は???です,224,225,234,235
1,885は１００を□こ10を□こ1を□こあつめた数です。,8，8，5,9，9，5,10，8，5,7，9，5
1,100を7こ10を4こ1を8こあつめた数は???です,748,749,758,759
1,373は１００を□こ10を□こ1を□こあつめた数です。,3，7，3,4，8，3,5，7，3,2，8，3
1,712は１００を□こ10を□こ1を□こあつめた数です。,7，1，2,8，2，2,9，1，2,6，2，2
1,361は１００を□こ10を□こ1を□こあつめた数です。,3，6，1,4，7，1,5，6，1,2，7，1
1,728は１００を□こ10を□こ1を□こあつめた数です。,7，2，8,8，3，8,9，2，8,6，3，8
1,100を8こ10を3こ1を1こあつめた数は???です,831,832,841,842
1,226は１００を□こ10を□こ1を□こあつめた数です。,2，2，6,3，3，6,4，2，6,1，3，6
1,100を6こ10を7こ1を1こあつめた数は???です,671,672,681,682
1,626は１００を□こ10を□こ1を□こあつめた数です。,6，2，6,7，3，6,8，2，6,5，3，6
1,345は１００を□こ10を□こ1を□こあつめた数です。,3，4，5,4，5，5,5，4，5,2，5，5
1,504は１００を□こ10を□こ1を□こあつめた数です。,5，0，4,6，1，4,7，0，4,4，1，4
1,174は１００を□こ10を□こ1を□こあつめた数です。,1，7，4,2，8，4,3，7，4,0，8，4
2,１を10こ集めた数は□□です。,10,0,20,1
2,１を11こ集めた数は□□です。,11,1,21,2
2,１を12こ集めた数は□□です。,12,2,22,3
2,１を13こ集めた数は□□です。,13,3,23,4
2,１を14こ集めた数は□□です。,14,4,24,5
2,１を15こ集めた数は□□です。,15,5,25,6
2,１を16こ集めた数は□□です。,16,6,26,7
2,１を17こ集めた数は□□です。,17,7,27,8
2,１を18こ集めた数は□□です。,18,8,28,9
2,１を19こ集めた数は□□です。,19,9,29,10
2,１を20こ集めた数は□□です。,20,10,30,2
2,１を21こ集めた数は□□です。,21,11,31,3
2,１を22こ集めた数は□□です。,22,12,32,4
2,１を23こ集めた数は□□です。,23,13,33,5
2,１を24こ集めた数は□□です。,24,14,34,6
2,１を25こ集めた数は□□です。,25,15,35,7
2,１を26こ集めた数は□□です。,26,16,36,8
2,１を27こ集めた数は□□です。,27,17,37,9
2,１を28こ集めた数は□□です。,28,18,38,10
2,１を29こ集めた数は□□です。,29,19,39,11
2,１を30こ集めた数は□□です。,30,20,40,3
2,１を31こ集めた数は□□です。,31,21,41,4
